,ENGL 304,•  ENGL 304 - Medieval Heroic Narrative
,ENGL 308,•  ENGL 308 - Literature and Sexuality
,ENGL 310,•  ENGL 310 - Shakespeare Studies
,ENGL 313,•  ENGL 313 - Literature in the Age of Shakespeare
,ENGL 315,•  ENGL 315 - Milton
,ENGL 331,•  ENGL 331 - Nineteenth-Century British Novel
,ENGL 341,•  ENGL 341 - 20th Century British Novel
,ENGL 350,•  ENGL 350 - 20th Century Poetry
,ENGL 362,"•  ENGL 362 - Gendered, Feminist, and Womanist Writings"
,ENGL 367,•  ENGL 367 - Postcolonial Theory
,ENGL 377,•  ENGL 377 - Native American Literature
,ENGL 380,•  ENGL 380 - Topics in African American Literature
,ENGL 384,•  ENGL 384 - Langston Hughes: Global Writer
,ENGL 385,•  ENGL 385 - Intermediate Playwriting
,ENGL 386,•  ENGL 386 - From Literature to Film: Studies in Adaptation
,ENGL 387,•  ENGL 387 - International Storytelling
,ENGL 394,•  ENGL 394 - Topics Course
,ENGL 400,•  ENGL 400 - Seminar: Special Topics in Literary Studies
,ENGL 401,•  ENGL 401 - Projects in Literary Research
,ENGL 406,•  ENGL 406 - Projects in Creative Writing
,ENGL 494,•  ENGL 494 - Topics Course
,ENVI 106,"•  ENVI 106 - Lakes, Streams and Rivers"
,ENVI 130,•  ENVI 130 - Science of Renewable Energy
,ENVI 133,•  ENVI 133 - Environmental Science
,ENVI 150,•  ENVI 150 - Climate and Society
,ENVI 160,•  ENVI 160 - Dynamic Earth and Global Change
,ENVI 170,•  ENVI 170 - Ecology and the Environment
,ENVI 172,•  ENVI 172 - Psychology in the Material World
,ENVI 180,•  ENVI 180 - Oceanography
,ENVI 194,•  ENVI 194 - Topics Course
,ENVI 202,•  ENVI 202 - Sustainability and the Campus
,ENVI 203,•  ENVI 203 - Introduction to Urban Ecology
,ENVI 204,•  ENVI 204 - Earth and the Environment: Elements of Physical Geography
,ENVI 215,•  ENVI 215 - Environmental Politics/Policy
,ENVI 220,•  ENVI 220 - Environmental Geology
,ENVI 221,•  ENVI 221 - Environmental Ethics
,ENVI 225,•  ENVI 225 - 100 Words for Snow: Language and Nature
,ENVI 230,•  ENVI 230 - Green Germany
,ENVI 231,•  ENVI 231 - Environmental Economics and Policy
,ENVI 232,"•  ENVI 232 - People, Agriculture and the Environment"
,ENVI 234,•  ENVI 234 - U.S. Environmental History
,ENVI 235,"•  ENVI 235 - Climate Change: Science, Economics, and Policy"
,ENVI 236,•  ENVI 236 - Consumer Nation: American Consumer Culture in the 20th Century
,ENVI 237,•  ENVI 237 - Environmental Justice
,ENVI 239,•  ENVI 239 - Economics of Global Food Problems
,ENVI 240,•  ENVI 240 - The Earth’s Climate System
,ENVI 252,•  ENVI 252 - Water and Power
,ENVI 254,•  ENVI 254 - Population 8 Billion: Global Population Issues and Trends
,ENVI 258,•  ENVI 258 - Geog of Environmental Hazards
,ENVI 259,•  ENVI 259 - Indigenous Peoples of the Arctic
,ENVI 262,•  ENVI 262 - Studies in Literature and the Natural World
,ENVI 264,•  ENVI 264 - Convergence: Art/Science/Design in Our City
,ENVI 268,•  ENVI 268 - American Culture in the Atomic Age
,ENVI 270,•  ENVI 270 - Psychology of Sustainable Behavior
,ENVI 274,•  ENVI 274 - Spinoza’s Eco-Society: Contractless Society and Its Ecology
,ENVI 275,"•  ENVI 275 - Outdoor Environmental Education in Theory, Policy and Practice"
,ENVI 277,•  ENVI 277 - Sustainable Cities: Urban Environmental Science
,ENVI 280,•  ENVI 280 - Environmental Classics
,ENVI 281,•  ENVI 281 - The Andes: Landscape and Power
,ENVI 294,•  ENVI 294 - Topics Course
,ENVI 310,•  ENVI 310 - Agroecology
,ENVI 335,•  ENVI 335 - Science and Citizenship
,ENVI 337,•  ENVI 337 - Energy Justice
,ENVI 340,•  ENVI 340 - US Urban Environmental History
,ENVI 343,•  ENVI 343 - Imperial Nature: The United States and the Global Environment
,ENVI 350,•  ENVI 350 - Renewable Energy Systems
,ENVI 359,•  ENVI 359 - Big Data in Ecology
,ENVI 360,•  ENVI 360 - Paleoclimate
,ENVI 362,•  ENVI 362 - Arctic Ecology
,ENVI 366,•  ENVI 366 - Plant Ecophysiology
,ENVI 368,•  ENVI 368 - Sustainable Development and Global Future
,ENVI 370,•  ENVI 370 - Ecosystem Ecology
,ENVI 372,•  ENVI 372 - Remote Sensing of the Environment
,ENVI 375,•  ENVI 375 - Rural Landscapes and Livelihoods
,ENVI 380,•  ENVI 380 - Animal Behavior: Fundamentals and Applications
,ENVI 385,•  ENVI 385 - Wildlife Monitoring Techniques
,ENVI 392,•  ENVI 392 - Topics Course
,ENVI 394,•  ENVI 394 - Topics Course
,ENVI 477,•  ENVI 477 - Comparative Environment and Development
,ENVI 478,•  ENVI 478 - Another World is Possible: The Political Economy of Urban Sustainability
,ENVI 485,•  ENVI 485 - Wildlife Conservation in the Anthropocene: An International Perspective
,ENVI 489,•  ENVI 489 - Environmental Leadership Practicum
,ENVI 490,•  ENVI 490 - Envi St Leadership Seminar
,ENVI 494,•  ENVI 494 - Topics Course
,FREN 101,•  FREN 101 - French I
,FREN 102,•  FREN 102 - French II
,FREN 111,•  FREN 111 - Accelerated French I-II
,FREN 194,•  FREN 194 - Topics Course
,FREN 203,•  FREN 203 - French III
,FREN 204,"•  FREN 204 - Text, Film and Media"
,FREN 294,•  FREN 294 - Topics Course
,FREN 305,•  FREN 305 - Advanced Expression: Communication Tools
,FREN 306,•  FREN 306 - Introduction to Literary Analysis
,FREN 310,•  FREN 310 - Passerelles: Introduction to French and Francophone Studies
,FREN 311,•  FREN 311 - Francophone Cultures of/in America
,FREN 320,•  FREN 320 - Francophone Theater of Exile and Immigration
,FREN 321,•  FREN 321 - Introduction to French Cinema
,FREN 322,•  FREN 322 - Introduction to Cinema in Francophone Africa
,FREN 322,•  FREN 322 - Introduction to Cinema in Francophone Africa
,FREN 323,•  FREN 323 - A Table! A Culinary Approach to French and Francophone Cultures
,FREN 330,•  FREN 330 - Towards a Postcolonial Pacific
,FREN 332,•  FREN 332 - Border-Crossings and Immigration in Western Europe Through Literature and Cinema
,FREN 336,•  FREN 336 - Blacks in Paris/Noires á Paris
,FREN 340,•  FREN 340 - Voices of the Francophone Mediterranean
,FREN 341,•  FREN 341 - The Francophone Caribbean Islands
,FREN 342,•  FREN 342 - Literature and Cinema of Immigration in France
,FREN 344,•  FREN 344 - Francophone Islands: An Oceanic Perspective
,FREN 345,"•  FREN 345 - Censorship in Francophone Africa: Film, Literature and Popular Music"
,FREN 350,•  FREN 350 - Contemporary Québec
,FREN 370,•  FREN 370 - Translation Workshop
,FREN 371,•  FREN 371 - French Intellectuals in/and the World
,FREN 378,"•  FREN 378 - Inventing the Future: Technology, Utopia and Dystopia in French Literary and Visual Culture"
,FREN 380,•  FREN 380 - In Search of Happiness and Well-Being
,FREN 394,•  FREN 394 - Topics Course
,FREN 403,•  FREN 403 - Voices from the Pacific Rim
,FREN 420,•  FREN 420 - French Avant-Gardes in the 20th and 21st Centuries
,FREN 445,•  FREN 445 - How to Start a Revolution: Revolutionary France and its Legacy
,FREN 446,•  FREN 446 - The Animal and the Human in the French Enlightenment
,FREN 450,•  FREN 450 - Money and the Marketplace in the 19th Century
,FREN 451,•  FREN 451 - Environmentalism in the 19th Century
,FREN 452,"•  FREN 452 - Dreams, Drugs, and Demons: The Sacred and Profane in French Literature and Culture"
,FREN 475,"•  FREN 475 - Parisian Women, 1730-2010"
,FREN 477,•  FREN 477 - African and French Cinema in Dialogue
,FREN 488,•  FREN 488 - Senior Seminar
,FREN 494,•  FREN 494 - Topics Course
,GEOG 111,•  GEOG 111 - Human Geography of Global Issues
,GEOG 113,"•  GEOG 113 - World Regional Geography: People, Places and Globalization"
,GEOG 115,•  GEOG 115 - Thinking Geographically: The Fundamentals of Human Geography
,GEOG 194,•  GEOG 194 - Topics Course
,GEOG 203,•  GEOG 203 - Introduction to Urban Ecology
,GEOG 204,•  GEOG 204 - Earth and the Environment: Elements of Physical Geography
,GEOG 220,•  GEOG 220 - Environmental Geology
,GEOG 225,•  GEOG 225 - Introduction to Geographic Information Systems
,GEOG 232,"•  GEOG 232 - People, Agriculture and the Environment"
,GEOG 234,"•  GEOG 234 - Migration, Environment and Place Identity(ies): Exploring Geographies of Home, Mobility and Place"
,GEOG 239,•  GEOG 239 - Neotropical Landscapes
,GEOG 241,•  GEOG 241 - Urban Geography
,GEOG 242,•  GEOG 242 - Regional Geography of the US and Canada
,GEOG 243,•  GEOG 243 - Geography of Africa: Local Resources and Livelihoods in a Global Context
,GEOG 244,•  GEOG 244 - Geography of Asia: the Political Economy
,GEOG 247,•  GEOG 247 - Regional Geography of the Middle East
,GEOG 248,•  GEOG 248 - The Political Geography of Nations and Nationalism
,GEOG 249,•  GEOG 249 - Environment and Society in Latin America
,GEOG 250,"•  GEOG 250 - Race, Place and Space"
,GEOG 252,•  GEOG 252 - Water and Power
,GEOG 254,•  GEOG 254 - Population 8 Billion: Global Population Issues and Trends
,GEOG 256,•  GEOG 256 - Health Geography
,GEOG 258,•  GEOG 258 - Geography of Environmental Hazards
,GEOG 261,•  GEOG 261 - World Urbanization
,GEOG 262,•  GEOG 262 - Metro Analysis
,GEOG 263,•  GEOG 263 - The End of Public Space? Searching for the Inclusive City
,GEOG 265,"•  GEOG 265 - Contemporary Mongolia: Livelihoods, Economies and Environments"
,GEOG 277,•  GEOG 277 - Qualitative Research Methods in Geography
,GEOG 294,•  GEOG 294 - Topics Course
,GEOG 320,•  GEOG 320 - Asian Cities
,GEOG 341,"•  GEOG 341 - City Life: Segregation, Integration, and Gentrification"
,GEOG 362,•  GEOG 362 - Remote Sensing of the Environment
,GEOG 363,•  GEOG 363 - Geography of Development and Underdevelopment
,GEOG 364,•  GEOG 364 - GIS and Community Partnerships
,GEOG 365,•  GEOG 365 - Urban GIS
,GEOG 367,•  GEOG 367 - Environmental Geographic Information Systems (GIS)
,GEOG 368,•  GEOG 368 - Health GIS
,GEOG 370,•  GEOG 370 - Advanced Cartography and Geovisualization
,GEOG 372,•  GEOG 372 - Advanced Remote Sensing
,GEOG 375,•  GEOG 375 - Rural Landscapes and Livelihoods
,GEOG 378,•  GEOG 378 - Statistical Research Methods in Geography
,GEOG 394,•  GEOG 394 - Topics Course
,GEOG 472,•  GEOG 472 - Global Urbanism
,GEOG 474,•  GEOG 474 - Our Changing Planet: A Seminar in Land-Change Science
,GEOG 475,•  GEOG 475 - Health Geography Seminar
,GEOG 476,•  GEOG 476 - Transportation Geography Seminar
,GEOG 477,•  GEOG 477 - Comparative Environment and Development
,GEOG 478,•  GEOG 478 - Another World is Possible: The Political Economy of Urban Sustainability
,GEOG 479,"•  GEOG 479 - Migrants, Migration and the Global Landscape of Population Change"
,GEOG 494,•  GEOG 494 - Topics Course
,GEOL 101,•  GEOL 101 - Dinosaurs
,GEOL 102,•  GEOL 102 - Exploring the Solar System
,GEOL 103,•  GEOL 103 - Geocinema
,GEOL 105,•  GEOL 105 - Geohazards
,GEOL 160,•  GEOL 160 - Dynamic Earth and Global Change
,GEOL 165,•  GEOL 165 - History/Evolution of Earth
,GEOL 194,•  GEOL 194 - Topics Course
,GEOL 200,•  GEOL 200 - Field Excursion Seminar
,GEOL 201,•  GEOL 201 - Geological Excursions
,GEOL 220,•  GEOL 220 - Environmental Geology
,GEOL 240,•  GEOL 240 - Field Methods
,GEOL 250,•  GEOL 250 - Mineralogy
,GEOL 255,•  GEOL 255 - Structural Geology
,GEOL 260,•  GEOL 260 - Geomorphology
,GEOL 265,•  GEOL 265 - Sedimentology/Stratigraphy
,GEOL 294,•  GEOL 294 - Topics Course
,GEOL 300,•  GEOL 300 - Paleobiology
,GEOL 302,•  GEOL 302 - Petrology and Geochemistry
,GEOL 303,•  GEOL 303 - Surface/Groundwater Hydrology
,GEOL 304,•  GEOL 304 - Tectonics
,GEOL 360,•  GEOL 360 - Paleoclimate
,GEOL 394,•  GEOL 394 - Topics Course
,GEOL 400,•  GEOL 400 - Capstone Research Methods
,GEOL 416,•  GEOL 416 - Seminar in Vertebrate Paleobiology and Evolution
,GEOL 494,•  GEOL 494 - Topics Course
,GERM 101,•  GERM 101 - Elementary German I
,GERM 102,•  GERM 102 - Elementary German II
,GERM 110,•  GERM 110 - Accelerated Elementary German
,GERM 174,•  GERM 174 - Vampires - from Monsters to Superheroes
,GERM 194,•  GERM 194 - Topics Course
,GERM 203,•  GERM 203 - Intermediate German I
,GERM 204,•  GERM 204 - Intermediate German II
,GERM 230,•  GERM 230 - Green Germany
,GERM 271,•  GERM 271 - ”Dead White Men” in the Era of Antiracism
,GERM 273,•  GERM 273 - German-French Dialogues in Critical Theory: Marx-Freud-Sartre-Lacan
,GERM 274,•  GERM 274 - Spinoza’s Eco-Society: Contractless Society and Its Ecology
,GERM 275,•  GERM 275 - Theoretical Approaches to European and American Cinema
,GERM 276,"•  GERM 276 - Marx, the Imaginary, and Neoliberalism"
,GERM 277,•  GERM 277 - Metaphysics in Secular Thought
,GERM 278,"•  GERM 278 - Marx, Religion, and Biopolitical Race"
,GERM 279,"•  GERM 279 - Value: The Bad, the Ugly, and the Cheap"
,GERM 294,•  GERM 294 - Topics Course
,GERM 308,•  GERM 308 - German Cultural History I: Uniting and Dividing Germany
,GERM 309,•  GERM 309 - German Cultural History II: Ruptures and Remakings of Modern Germany
,GERM 316,•  GERM 316 - Reading Marx
,GERM 363,"•  GERM 363 - Cyborgs, Puppets and Borderline Humans"
,GERM 364,"•  GERM 364 - Migration, Then and Now"
,GERM 365,•  GERM 365 - A Kafkaesque Century
,GERM 366,•  GERM 366 - Cinema Studies
,GERM 394,•  GERM 394 - Topics Course
,GERM 488,•  GERM 488 - Senior Seminar
,GERM 494,•  GERM 494 - Topics Course
,HIST 111,•  HIST 111 - Making Modern Europe
,HIST 113,•  HIST 113 - Time Travelers: Tourism in Global History
,HIST 114,•  HIST 114 - History of Africa to 1800
,HIST 115,•  HIST 115 - Africa Since 1800
,HIST 121,•  HIST 121 - The Greek World
,HIST 122,•  HIST 122 - The Roman World
,HIST 125,•  HIST 125 - Influential Indians: A Biographical Approach to American Indian History
,HIST 137,•  HIST 137 - From Confederation to Confederacy: US History from Independence to the Civil War
,HIST 140,•  HIST 140 - Introduction to East Asian Civilization
,HIST 149,•  HIST 149 - First Encounters
,HIST 154,•  HIST 154 - African Life Histories
,HIST 164,•  HIST 164 - Global Health Histories
,HIST 168,•  HIST 168 - Introduction to Gender History
,HIST 170,•  HIST 170 - History of Childhood
,HIST 180,•  HIST 180 - Going Global: The Experiment of World History
,HIST 181,•  HIST 181 - Introduction to Latin America and the Caribbean
,HIST 194,•  HIST 194 - Topics Course
,HIST 201,•  HIST 201 - History of U.S. Feminisms
,HIST 209,•  HIST 209 - Civil Rights in the United States
,HIST 213,•  HIST 213 - Women in African History
,HIST 219,•  HIST 219 - In Motion: African Americans in the United States
,HIST 222,•  HIST 222 - Imagining the American West
,HIST 224,"•  HIST 224 - Enslavement, Resistance, and Emancipation in Comp N Amer and Caribbean Perspectives"
,HIST 225,•  HIST 225 - Native History to 1871
,HIST 226,•  HIST 226 - American Indian History since 1871
,HIST 228,"•  HIST 228 - The Law, Economy, and Family in the Anglo-American Tradition"
,HIST 229,•  HIST 229 - Narrating Black Women’s Resistance
,HIST 232,•  HIST 232 - Immigration and Ethnicity in US History
,HIST 234,•  HIST 234 - U.S. Environmental History
,HIST 235,"•  HIST 235 - Captives, Cannibals, and Capitalists in the Early Modern Atlantic World"
,HIST 236,•  HIST 236 - Consumer Nation: American Consumer Culture in the 20th Century
,HIST 244,•  HIST 244 - US Since 1945
,HIST 250,"•  HIST 250 - Science, Magic and Belief"
,HIST 251,"•  HIST 251 - Pirates, Translators, Missionaries"
,HIST 252,•  HIST 252 - Conversion and Inquisition: Religious Change
,HIST 256,•  HIST 256 - Transatlantic Slave Trade
,HIST 258,•  HIST 258 - Postwar Europe
,HIST 259,"•  HIST 259 - Women, Gender, and the Family in Contemporary Europe"
,HIST 260,•  HIST 260 - Rise/Fall of Tsarist Russia
,HIST 261,"•  HIST 261 - Making History: Russian Cinema as Testimony, Propaganda, and Art"
,HIST 262,•  HIST 262 - Soviet Union and Successors
,HIST 265,•  HIST 265 - Europe in the Era of World War
,HIST 266,"•  HIST 266 - European Revolutions, 1789-1917"
,HIST 267,•  HIST 267 - Race and Immigration in Europe
,HIST 268,•  HIST 268 - American Indians in Public History: Museums and Memor
,HIST 271,"•  HIST 271 - Uses and Abuses: Drugs, Addiction and Recovery"
,HIST 274,•  HIST 274 - The Great Tradition in China before 1840
,HIST 275,•  HIST 275 - The Rise of Modern China
,HIST 276,•  HIST 276 - The Great Tradition in Japan before 1853
,HIST 277,•  HIST 277 - The Rise of Modern Japan
,HIST 281,•  HIST 281 - The Andes: Landscape and Power
,HIST 282,•  HIST 282 - Latin America: Art and Nation
,HIST 283,•  HIST 283 - Amazon: A Cultural History
,HIST 284,•  HIST 284 - Imaging the Modern City
,HIST 285,•  HIST 285 - Cold War Latin America
,HIST 290,•  HIST 290 - History: Then and Now
,HIST 294,•  HIST 294 - Topics Course
,HIST 305,•  HIST 305 - Telling Queer and Trans Stories: Oral History as Method and Practice
,HIST 315,•  HIST 315 - U.S. Imperialism from the Philippines to Viet Nam
,HIST 320,•  HIST 320 - Decolonization
,HIST 340,•  HIST 340 - US Urban Environmental History
,HIST 343,•  HIST 343 - Imperial Nature: The United States and the Global Environment
,HIST 350,"•  HIST 350 - Race, Gender, and Medicine"
,HIST 353,•  HIST 353 - Oceans in World History
,HIST 367,•  HIST 367 - The Holocaust
,HIST 374,•  HIST 374 - Listen Closely: Oral History Theory and Methods
,HIST 376,•  HIST 376 - Public History
,HIST 377,•  HIST 377 - Rumors in History
,HIST 378,•  HIST 378 - War Crimes and Memory in East Asia
,HIST 381,•  HIST 381 - Transnational Latin Americas
,HIST 382,•  HIST 382 - Remembering the Modern City
,HIST 394,•  HIST 394 - Topics Course
,HIST 490,•  HIST 490 - Senior Seminar
,HIST 494,•  HIST 494 - Topics Course
,INTL 110,•  INTL 110 - Introduction to International Studies: Globalization - Homogeneity and Heterogeneity
,INTL 111,•  INTL 111 - Introduction to International Studies: Literature and Global Culture
,INTL 112,"•  INTL 112 - Introduction to International Studies: Globalization, Media, and Technology"
,INTL 113,•  INTL 113 - Introduction to International Studies: Border-crossing in the Age of Globalization
,INTL 114,•  INTL 114 - Introduction to International Studies: International Codes of Conduct
,INTL 194,•  INTL 194 - Topics Course
,INTL 202,•  INTL 202 - Global Media Industries
,INTL 210,•  INTL 210 - Globalization and Contemporary Art
,INTL 225,•  INTL 225 - Comparative Economic Systems
,INTL 232,•  INTL 232 - Introduction to Social Entrepreneurship
,INTL 235,•  INTL 235 - Barack Obama on the Global Stage
,INTL 239,•  INTL 239 - Economics of Global Food Problems
,INTL 245,•  INTL 245 - Introduction to International Human Rights
,INTL 246,•  INTL 246 - Global Adolescent Sexual and Reproductive Health
,INTL 250,•  INTL 250 - Terrorism and Art: The Spectacle of Destruction
,INTL 253,•  INTL 253 - Comparative Muslim Cultures
,INTL 258,•  INTL 258 - The Middle East Through Film
,INTL 260,•  INTL 260 - Digital Cultures
,INTL 263,•  INTL 263 - Muslim Women Writers
,INTL 265,•  INTL 265 - Translation as Cross-Cultural Communication
,INTL 272,•  INTL 272 - The Post-Soviet Sphere
,INTL 276,"•  INTL 276 - Global Contagions, Past and Present"
,INTL 280,•  INTL 280 - Indigenous Peoples’ Movements in Global Context
,INTL 282,•  INTL 282 - Introduction to International Public Health
,INTL 284,•  INTL 284 - Imaging the Modern City
,INTL 285,•  INTL 285 - Ethnicity and Nationalism in Central and Eastern Europe
,INTL 288,"•  INTL 288 - Identity, Race, and Ethnicity in Japan"
,INTL 290,•  INTL 290 - World to Table: Global Food Studies
,INTL 294,•  INTL 294 - Topics Course
,INTL 301,•  INTL 301 - Power and Development in Africa
,INTL 316,"•  INTL 316 - Mapping the New World: Exploration, Encounters, and Disasters"
,INTL 317,•  INTL 317 - Writers and Power: The European East in the 20th Century
,INTL 320,•  INTL 320 - Global Political Economy
,INTL 321,•  INTL 321 - Cultures of Neoliberalism
,INTL 325,"•  INTL 325 - China, Russia and Central Europe in Transition"
,INTL 330,•  INTL 330 - Surveillance and Power
,INTL 335,•  INTL 335 - Global Generosity
,INTL 345,•  INTL 345 - Advanced Themes in Human Rights
,INTL 352,•  INTL 352 - Transitional Justice
,INTL 362,•  INTL 362 - Culture and Globalization
,INTL 364,•  INTL 364 - Culture and Revolution
,INTL 367,•  INTL 367 - Postcolonial Theory
,INTL 368,•  INTL 368 - Sustainable Development and Global Future
,INTL 372,•  INTL 372 - Post-Nationalism: The European Union
,INTL 380,•  INTL 380 - Global Leadership
,INTL 381,•  INTL 381 - Transnational Latin Americas
,INTL 382,"•  INTL 382 - Poverty, Health, and Development"
,INTL 384,•  INTL 384 - Langston Hughes: Global Writer
,INTL 394,•  INTL 394 - Topics Course
,INTL 415,•  INTL 415 - Cultural Resistance and Survival: Indigenous and African Peoples in Early Spanish America
,INTL 477,•  INTL 477 - Comparative Environment and Development
,INTL 485,•  INTL 485 - Senior Seminar: Confronting Global Hatred
,INTL 487,•  INTL 487 - Senior Seminar: Globalization and its Discontents
,INTL 488,•  INTL 488 - Senior Seminar: Thinking on a World Scale
,INTL 489,•  INTL 489 - Senior Seminar: Capitalism and World (Dis)Order
,INTL 494,•  INTL 494 - Topics Course
,JAPA 101,•  JAPA 101 - First Year Japanese I
,JAPA 102,•  JAPA 102 - First Year Japanese II
,JAPA 125,•  JAPA 125 - Classical Chinese
,JAPA 150,•  JAPA 150 - Language and Gender in Japanese Society
,JAPA 194,•  JAPA 194 - Topics Course
,JAPA 203,•  JAPA 203 - Second Year Japanese I
,JAPA 204,•  JAPA 204 - Second Year Japanese II
,JAPA 254,•  JAPA 254 - Japanese Film and Animation: From the Salaryman to the Shojo
,JAPA 260,•  JAPA 260 - Narratives of Alienation: 20th Century Japanese Fiction and Film
,JAPA 282,"•  JAPA 282 - Language and Identity in Japanese, Asian-American, and Other Communities"
,JAPA 288,"•  JAPA 288 - Identity, Race, and Ethnicity in Japan"
,JAPA 294,•  JAPA 294 - Topics Course
,JAPA 305,•  JAPA 305 - Third Year Japanese I
,JAPA 306,•  JAPA 306 - Third Year Japanese II
,JAPA 335,•  JAPA 335 - Analyzing Japanese Language
,JAPA 394,•  JAPA 394 - Topics Course
,JAPA 407,•  JAPA 407 - Fourth Year Japanese I
,JAPA 408,•  JAPA 408 - Fourth Year Japanese II
,JAPA 488,•  JAPA 488 - Translating Japanese Literature: Theory and Practice
,JAPA 494,•  JAPA 494 - Topics Course
,LATI 141,•  LATI 141 - Latin America Through Women’s Eyes
,LATI 151,•  LATI 151 - Caribbean Literature and Culture: Aesthetics of Resistance
,LATI 181,•  LATI 181 - Introduction to Latin America
,LATI 194,•  LATI 194 - Topics Course
,LATI 235,"•  LATI 235 - Captives, Cannibals, and Capitalists in the Early Modern Atlantic World"
,LATI 239,•  LATI 239 - Neotropical Landscapes
,LATI 244,•  LATI 244 - Urban Latinx Power in the U.S.
,LATI 245,•  LATI 245 - Latin American Politics
,LATI 246,•  LATI 246 - Comparative Democratization
,LATI 248,•  LATI 248 - Struggles for Reproductive Justice: A Global Perspective
,LATI 249,•  LATI 249 - Environment and Society in Latin America
,LATI 251,•  LATI 251 - Politics of Memory in Latin America
,LATI 255,•  LATI 255 - Latin America in Motion
,LATI 258,•  LATI 258 - Immigrant Voices in Times of Fear
,LATI 281,•  LATI 281 - The Andes: Landscape and Power
,LATI 282,•  LATI 282 - Latin America: Art and Nation
,LATI 283,•  LATI 283 - Amazon: A Cultural History
,LATI 285,•  LATI 285 - Cold War Latin America
,LATI 294,•  LATI 294 - Topics Course
,LATI 307,•  LATI 307 - Introduction to the Analysis of Hispanic Texts
,LATI 308,•  LATI 308 - Introduction to U.S. Latinx Studies
,LATI 316,"•  LATI 316 - Mapping the New World: Exploration, Encounters, and Disasters"
,LATI 331,•  LATI 331 - Journeys though Brazil
,LATI 341,•  LATI 341 - Comparative Social Movements
,LATI 342,•  LATI 342 - Urban Politics of Latin America
,LATI 355,•  LATI 355 - Cultural Resistance and Survival: Indigenous and African Peoples in Early Spanish America
,LATI 362,•  LATI 362 - Modern Hispanic Novel and the Visual Arts
,LATI 376,•  LATI 376 - Spanish Dialectology
,LATI 381,•  LATI 381 - Transnational Latin Americas
,LATI 385,•  LATI 385 - Frontera: The U.S. Mexican Border
,LATI 386,•  LATI 386 - Constructions of a Female Killer
,LATI 387,•  LATI 387 - Latinx in the Midwest
,LATI 394,•  LATI 394 - Topics Course
,LATI 488,•  LATI 488 - Senior Seminar
,LATI 494,•  LATI 494 - Topics Course
,LING 100,•  LING 100 - Introduction to Linguistics
,LING 104,•  LING 104 - Sounds of the World’s Languages
,LING 150,•  LING 150 - Language and Gender in Japanese Society
,LING 175,•  LING 175 - Sociolinguistics
,LING 194,•  LING 194 - Topics Course
,LING 200,•  LING 200 - Syntax
,LING 201,•  LING 201 - Historical Linguistics
,LING 205,•  LING 205 - Phonology
,LING 206,•  LING 206 - Endangered/Minority Languages
,LING 208,•  LING 208 - The Human Voice
,LING 220,•  LING 220 - Language and Music
,LING 225,•  LING 225 - 100 Words for Snow: Language and Nature
,LING 236,•  LING 236 - Sanskrit and Classical Religion in India
,LING 265,•  LING 265 - Translation as Cross-Cultural Communication
,LING 280,•  LING 280 - Topics in Linguistic Anthropology
,LING 282,"•  LING 282 - Language and Identity in Japanese, Asian-American, and Other Communities"
,LING 294,•  LING 294 - Topics Course
,LING 300,•  LING 300 - Linguistic Analysis
,LING 304,•  LING 304 - Experimental Phonetics
,LING 309,•  LING 309 - Introduction to Hispanic Linguistics
,LING 311,•  LING 311 - Philosophy of Language
,LING 332,•  LING 332 - Spanish in the United States
,LING 335,•  LING 335 - Analyzing Japanese Language
,LING 378,•  LING 378 - Psychology of Language
,LING 394,•  LING 394 - Topics Course
,LING 401,•  LING 401 - Field Methods
,LING 435,•  LING 435 - History of the Spanish Language
,LING 436,•  LING 436 - Spanish Dialectology
,LING 437,•  LING 437 - Applied Linguistics: Spanish Second Language Acquisition
,LING 488,•  LING 488 - Translating Japanese: Theory and Practice
,LING 494,•  LING 494 - Topics Course
,MATH 135,•  MATH 135 - Applied Multivariable Calculus I
,MATH 137,•  MATH 137 - Applied Multivariable Calculus II
,MATH 194,•  MATH 194 - Topics Course
,MATH 212,•  MATH 212 - Philosophy of Mathematics
,MATH 236,•  MATH 236 - Linear Algebra
,MATH 237,•  MATH 237 - Applied Multivariable Calculus III
,MATH 279,•  MATH 279 - Discrete Mathematics
,MATH 294,•  MATH 294 - Topics Course
,MATH 312,•  MATH 312 - Differential Equations
,MATH 313,•  MATH 313 - Advanced Symbolic Logic
,MATH 354,•  MATH 354 - Probability
,MATH 361,•  MATH 361 - Theory of Computation
,MATH 365,•  MATH 365 - Computational Linear Algebra
,MATH 375,•  MATH 375 - Graph Theory
,MATH 376,•  MATH 376 - Algebraic Structures
,MATH 377,•  MATH 377 - Real Analysis
,MATH 378,•  MATH 378 - Complex Analysis
,MATH 379,•  MATH 379 - Combinatorics
,MATH 394,•  MATH 394 - Topics Course
,MATH 432,•  MATH 432 - Mathematical Modeling
,MATH 437,•  MATH 437 - Topics in Applied Mathematics
,MATH 455,•  MATH 455 - Mathematical Statistics
,MATH 465,•  MATH 465 - Signal Processing
,MATH 471,•  MATH 471 - Topology
,MATH 476,•  MATH 476 - Representation Theory
,MATH 477,•  MATH 477 - Projects in Analysis
,MATH 479,•  MATH 479 - Network Science
,MATH 494,•  MATH 494 - Topics Course
,STAT 112,•  STAT 112 - Introduction to Data Science
,STAT 125,•  STAT 125 - Epidemiology
